00000000000000000011	0.0318249
00000000000000000101	0.027286
00000000000000001001	0.0870076
00000000000000010001	-0.0169788
00000000000000100001	0.0249574
00000000000001000001	0.0108338
00000000000010000001	0.0188285
00000000000100000001	0.0451428
00000000001000000001	-4.07819e-05
00000000010000000001	0.121995
00000000100000000001	-0.0278598
00000001000000000001	0.0372716
00000010000000000001	0.0186535
00000100000000000001	0.0176996
00001000000000000001	0.0980483
00010000000000000001	-0.023566
00100000000000000001	0.0741897
01000000000000000001	0.0467692
10000000000000000001	0.0310088
00000000000000000110	0.0610161
00000000000000001010	0.0079492
00000000000000010010	0.0600455
00000000000000100010	-0.0375781
00000000000001000010	0.140999
00000000000010000010	-0.0730621
00000000000100000010	0.0331263
00000000001000000010	-0.0162476
00000000010000000010	-0.0142841
00000000100000000010	0.0332002
00000001000000000010	0.0179007
00000010000000000010	0.0971583
00000100000000000010	-0.000322996
00001000000000000010	0.0123282
00010000000000000010	-0.0102988
00100000000000000010	-0.0376436
01000000000000000010	0.00848777
10000000000000000010	0.0394555
00000000000000001100	0.0174114
00000000000000010100	-0.00541048
00000000000000100100	0.14245
00000000000001000100	0.0619189
00000000000010000100	0.070892
00000000000100000100	-0.038377
00000000001000000100	-0.0267547
00000000010000000100	0.00180976
00000000100000000100	-0.0581563
00000001000000000100	0.110868
00000010000000000100	-0.0196046
00000100000000000100	0.0465354
00001000000000000100	0.0284197
00010000000000000100	0.0627751
00100000000000000100	0.0206152
01000000000000000100	0.00102802
10000000000000000100	0.106458
00000000000000011000	-0.027517
00000000000000101000	-0.0260881
00000000000001001000	-0.0266284
00000000000010001000	0.0150007
00000000000100001000	0.0334275
00000000001000001000	0.0695485
00000000010000001000	0.159757
00000000100000001000	-0.00781014
00000001000000001000	0.0705696
00000010000000001000	-0.0148887
00000100000000001000	-0.00598558
00001000000000001000	0.109946
00010000000000001000	0.0209617
00100000000000001000	0.104151
01000000000000001000	-0.0148173
10000000000000001000	-0.0250767
00000000000000110000	-0.0964395
00000000000001010000	0.0443847
00000000000010010000	-0.020379
00000000000100010000	0.125116
00000000001000010000	0.002198
00000000010000010000	-0.024275
00000000100000010000	0.0398683
00000001000000010000	0.0280704
00000010000000010000	0.0795536
00000100000000010000	-0.0232769
00001000000000010000	0.0640531
00010000000000010000	0.013083
00100000000000010000	-0.00847093
01000000000000010000	0.0214312
10000000000000010000	0.00479517
00000000000001100000	0.0343929
00000000000010100000	-0.0245416
00000000000100100000	0.00691189
00000000001000100000	0.0153569
00000000010000100000	0.0320023
00000000100000100000	-0.0178489
00000001000000100000	0.0943919
00000010000000100000	0.00121464
00000100000000100000	0.0598601
00001000000000100000	0.0450524
00010000000000100000	0.181652
00100000000000100000	0.00203463
01000000000000100000	0.0114376
10000000000000100000	-0.0377588
00000000000011000000	-0.0469338
00000000000101000000	0.126145
00000000001001000000	-4.0125e-05
00000000010001000000	-0.0692716
00000000100001000000	0.0151988
00000001000001000000	-0.0537539
00000010000001000000	0.111073
00000100000001000000	0.0179733
00001000000001000000	0.0519586
00010000000001000000	0.000937899
00100000000001000000	0.0210355
01000000000001000000	0.000828278
10000000000001000000	0.00189557
00000000000110000000	-0.0312668
00000000001010000000	0.0847695
00000000010010000000	0.0120234
00000000100010000000	0.120626
00000001000010000000	-0.0189035
00000010000010000000	0.0684359
00000100000010000000	-0.070063
00001000000010000000	-0.0116475
00010000000010000000	0.0315478
00100000000010000000	0.00583663
01000000000010000000	0.0679558
10000000000010000000	0.118848
00000000001100000000	0.0490999
00000000010100000000	0.0253543
00000000100100000000	-0.0289015
00000001000100000000	-0.00972698
00000010000100000000	0.073154
00000100000100000000	-0.0324017
00001000000100000000	-0.0931241
00010000000100000000	-0.0072169
00100000000100000000	-0.014137
01000000000100000000	0.0221599
10000000000100000000	-0.0450675
00000000011000000000	-0.0333882
00000000101000000000	0.115933
00000001001000000000	-0.0129902
00000010001000000000	-0.0502299
00000100001000000000	0.0269296
00001000001000000000	0.0162428
00010000001000000000	-0.00731684
00100000001000000000	-0.048741
01000000001000000000	0.0704926
10000000001000000000	0.151347
00000000110000000000	-0.0424439
00000001010000000000	-0.0396667
00000010010000000000	0.0424464
00000100010000000000	-0.0224395
00001000010000000000	0.101619
00010000010000000000	-0.0329957
00100000010000000000	0.082225
01000000010000000000	0.00525341
10000000010000000000	-0.0341135
00000001100000000000	0.0433994
00000010100000000000	0.00822134
00000100100000000000	-0.0461
00001000100000000000	0.0339938
00010000100000000000	0.0183438
00100000100000000000	-0.0217146
01000000100000000000	0.121037
10000000100000000000	0.127115
00000011000000000000	0.00231967
00000101000000000000	0.0604954
00001001000000000000	-0.00313804
00010001000000000000	0.0570752
00100001000000000000	-0.0622135
01000001000000000000	-0.0141134
10000001000000000000	0.000199018
00000110000000000000	-0.0123547
00001010000000000000	-0.0217634
00010010000000000000	-0.00734438
00100010000000000000	0.0327863
01000010000000000000	0.015076
10000010000000000000	-0.0220959
00001100000000000000	-0.0163304
00010100000000000000	0.122631
00100100000000000000	-0.0329226
01000100000000000000	0.038446
10000100000000000000	0.0394209
00011000000000000000	-0.0122102
00101000000000000000	0.0484109
01001000000000000000	-0.0248836
10001000000000000000	-0.00371235
00110000000000000000	0.00650039
01010000000000000000	-0.0117768
10010000000000000000	0.040671
01100000000000000000	-0.0187251
10100000000000000000	4.09555e-05
11000000000000000000	0.0750215
